rating_no,,id,age_category,book_genre,rating_no,tokenised_text,n_tokens
4.0,242383,review_1121884872,Adult,Literary fiction,4.0,thing fall apart simple interesting book big challenge reread chapter get confused character name village village worship god goddess religious superstitious think keep religion keep strong united white commissioner come build church native land start government recently class learn include europeans explorer colony thing go book location native land thank study class think well understanding go commissioner come,58
4.0,285677,review_3361394116,Adult,Literary fiction,4.0,current pandemic realize good time read magic mountain glad new translation nimble masterful capture humor swirling idea make section philosophical debate accessible masterpiece german literature write young man visit patient healthcare facility treat people quarantine contagious respiratory illness timely,39
4.0,86056,review_53089104,Adult,Literary fiction,4.0,portuguese writer winner atheist reason figure book interesting read right writing style little challenging write long sentence dialogue interwoven text page actually make reading fluent great insight human nature apparently religion good light iin subtle way mock old time custom degrade woman submissive wife sister mother book life exactly real agree play fact history way fit tale well adolescent angry parent bear save soldier instead warn village leave house guilt parent sin go journey discover meet fall love real soulmate life companion good smart man book god power hungry blood thirsty see way want sacrifice ask god death mean end unhappine cruelty blood shed humankind learn beginning saramago page list name victim torture find book fascinating understand offensive deeply religious,120
4.0,202300,review_1060000972,Children,Picturebook,4.0,think book appropriate preschooler know love book child simple narrative easy follow character child able follow progression butterfly main character animal entertain child book construct sturdy outside read book young child careful pop page easily tear language book hard preschooler understand present challenge interested okay representation concept book teach number book number number represent page good read aloud book read preschooler allow count fruit caterpillar eat able interact book open flap move caterpillar turn page pop illustration clear uncluttered contain color bright bold interesting child look pop nature book provide plenty opportunity interaction preschooler page contain fruit little distracting child present lot different thing page like collage illustration think help create texture depth picture provide interesting array color help draw child attention,122
4.0,130949,review_1090253924,Adult,Popular fiction - crime/mystery,4.0,great book dark worth read,5
4.0,14388,review_22649754,Children,Popular fiction - fantasy,4.0,quit point recently start read tired read need mild unreal read sleep,12
4.0,129992,review_615508606,Adult,Literary fiction,4.0,read grade favourite book read high school fantastic dystopian novel little raunchy spot interesting different intriguing decide narrator actually tell truth,21
4.0,241887,review_2374562438,Adult,Literary fiction,4.0,intriguing insight pre colonize especially enjoy description tradition tribal law folk tales retelling expect read nigerian fairy tale pay like protagonist agree thing arrival white man feel like disruption natural order use interesting narrative device initial chapter feel like reader transport semi mythical world fascinating feeble quality story slowly fade away chapter guess history leave space myth,57
4.0,61433,review_725786778,Adult,Literary fiction,4.0,interesting book pretty surprising write think actually conceive happening likely consider folk far right say imply think like possibility go far maybe,22
4.0,209046,review_1211259582,Adult,Literary fiction,4.0,review story translate dutch look plot timing will find like read finale explode story go time character character find gap fill take thinking book lay straight think book write hard believe author book major plot reveal early story hold interest reader detail reveal take time reader find small web twist middle near end book reader figure early author write amazing book take write backward motion setting go recent history story follow unhappy complicated mess dysfunctional family take topic mental illness line porn traffic novel follow unhappy family masterfully capture recent history title book bonita avenue street family live like read different approach book pick copy mind work know receive complimentary copy author view book,114
4.0,83468,review_241281449,Young adult,Popular fiction - fantasy,4.0,like lot well think definitely book people love book,9
4.0,54317,review_2085622855,Children,Popular fiction - fantasy,4.0,know series novel story follow boy name family move city countryside threat war loom wwii assume new town mystery abandon garden find backyard resident meet passage time peculiar new town main mystery lie home movie leave previous owner house book turn different expect pleasantly surprised expect horror aspect play drive force story fact ghost story rely little supernatural thing easily explain away supernaturally give human explanation actually work story fact thing involve supernatural plot twist supernatural book find refreshing,79
4.0,149177,review_1494731362,Young adult,Popular fiction - fantasy,4.0,god book exciting catch love,5
4.0,194821,review_1851689308,Adult,Popular fiction - historical,4.0,brilliant friend good boy girl learn title book excellent start new year reading saga open present page prologue weave childhood greco family friend impoverished street span time final page girl expect answer open ended mystery end imagine need finish final book series find fine book hardly wait joint read story impressed interaction weaving life character like frequently refer cast characters beginning book family character story grateful handy reference remind scene childhood adolescence thing matter grow scene particular laugh loud fondly remember mom mother order far shore especially stomach period foot wet sure italian superstition culture feel way alot dark shadowed complex relationship pressure parent child care succeed jealousy want break away rise lifestyle comparison priviledged know book copy publish translate hide long finally surface happy read live buzz definitely finish entire series sad finish book know,136
4.0,34517,review_1941686945,Young adult,Popular fiction - fantasy,4.0,like time travel gemstone element like character lot love history kind bother climax like whoa time end book climax occur obvious rise action feel strong finish star deduction good writing style thorough world creation society development lot research etc stoke,40
4.0,49495,review_145246500,Adult,Literary fiction,4.0,fucker start bore tear page come start power way strangely enjoy read impression look great book maybe read instead angsty teen content bit hard swallow make specific spoiler reference comfort observation come mentally life good book wonder crack open,39
4.0,159814,review_2317100391,Adult,Popular fiction - fantasy,4.0,think favourite series world building exquisite trace amber spyglass like mulefa language convey orally encompass gesture fitting type creature mulefa like think evolutionary element like chilling moment priest talk rid mulefa seed pod think heretical show importance seed pod way life book remind lot missionary atrocity commit colonisation frank atrocity continue commit world remember book have dramatic climax teenager remember glorious battle united rebellion happen miss time round google guess explanation make sense metaphor idea anthropomorphic god idea outlive time mighty foe slay outdated notion let feel like series appeal distaste hierarchical authority idea unquestionable obedience faith ultimate good currently think belief religion faith religion unwaveringly opposed feel like dark materials age curious read spin off hopefully finally movie tv series wait,122
4.0,231401,review_2715436648,Children,Popular fiction - fantasy,4.0,like majority lot t lot stuff happen beginning think tie pretty book actually enjoy slow pace page think especially secondary character ve bit fleshed gladly happen sheer lack kind representation super lazy person colour book far remember uh kinda freak borderline incest book,43
4.0,266508,review_1812464106,Adult,Popular fiction - historical,4.0,enjoy continuation story story take girl teen story raise oneself beginning direction feel place struggle find comfort security oneself go life girl interesting friendship complicate tell good story look forward continue story soon way end segment,36
4.0,152619,review_2980169699,Adult,Literary fiction,4.0,suspenseful tale murder set small town near river narrator voice clear strong detail perfectly comprehensible end find bewilder strange behavior senseless find resonance story bewildered victim understand bridegroom bride bride family know detail murder end know deceased guilty story trust addition review bump star fictional story say base real event remind story woman attack yell help long period time call police case lead theory diffusion responsibility happen townspeople diffusion responsibility think stop killing help bride family,76
4.0,162925,review_189886518,Adult,Literary fiction,4.0,ultimate form read death despair existentialism title state hit town affect townspeople differently life fight accept affliction eventually plague die trace ready strike time round maybe exist place townspeople plague maybe plague form clean society hmmmmm plague push philosophy reader panoramic way want gateway existentialist philosophy refer book,48
4.0,43164,review_2132209893,Adult,Literary fiction,4.0,ride probably favorite book read force step outside comfort zone learn people philosophy super interesting commentary religion overall enjoyable read,20
4.0,255514,review_11289872,Adult,Literary fiction,4.0,learn book club literary bone body like finish lame,9
4.0,162369,review_1348081697,Adult,Literary fiction,4.0,want misanthropic anti existential fiction make horrible claim have read book houellebecq read book writing style effortless read story pacing keep fairly compelling have recently read essentially dress story different costume depress character pathetic sex obsess age suicide genetic transhumanism cult fall religion anti natalism general theme depressive realism piece entertainment reflect cynical misanthropy depth misanthropy make entertaining half asse misanthropy use ass,63
4.0,273846,review_43243749,Adult,Non fiction,4.0,enjoy read book fiction information real easy feel tension family stress hide nazis long recomend book people interested book give lot insight struggle think important read give fact emotion real thing happen,32
4.0,128668,review_1667195455,Adult,Literary fiction,4.0,view diabolical page plot orient terrific care page get theory idea essential reading,13
4.0,141221,review_942672801,Adult,Literary fiction,4.0,handmaid tale book reflection expect work book certainly quiet book loud idea demand acknowledge hear recognize book clear message rhetoric fine subtle idea intertwine narrative underneath facade feminist nightmare describe think surface atwood society people adapt atrocity room great injustice life assertion intend piece speculative fiction intend warn islamic fundamentalist injustice woman misguided reading novel advocate progressive western world human woman right compare west book gilead demonize antagonize create narrative fear justify authoritative theocracy overtake people relinquish liberty free right afraid unknown enemy normality radically change confused stupid fear islamic fundamentalist destroy western ideology enemy perceive real key ingredient fear politic rhetoric facilitate restructuring normal everyday life create feminist nightmare people speak let talk woman portray mirror image ignore introspective let talk concept far remove western society narrative probe self analysis self criticism society true world require reader suspend disbelief portrayal dystopian society intentionally improbable good reason believe atwood think dystopian fantasy come life near distant future speculate physical manifestation world speculate ideological manifestation write portrayal society blatant undeniable inescapable gender inequality fantastical extreme alternate reality read locate present reality book narrative strike read forgetful main protagonist offred time remind particular memorable line book race representation white supremacist capitalist patriarchy forgetfulness encourage bell hook mean memory remember identity power spirit individual form resistance exploitative oppressive institution memory autonomy offred slowly forget small thing life thing remember memory husband mother child good friend precious memory life form resistance institution depend forget world woman remnant time live forgetfulness symptom colonized mind dystopian ought chill truth non truth effective reawaken rouse consciousness offer commentary world offer fantastic compelling prose narrative voice dark wry wit immersive world terrify necessary book recommend interested social issue limit feminism lastly want implore reader whilst read scary anger remember important paralysis fear anger find courage voice action dialogue change movement rating review find book blog read think ponder,310
4.0,226082,review_1058468202,Children,Popular fiction - fantasy,4.0,ordinary child book surprise thick word receive paperback copy story young boy set secret difficult mission knight friendship deception joy sadness surprise expectation like game thrones incest sex target young reader grip story boy girl love read author indonesian book translate lot language english recent description vivid dialogue child play day adult reader feel excitement story psychological thriller probably moral subconsciously influence childhood experience japanese pow camp,67
4.0,6380,review_1521951382,Adult,Popular fiction - historical,4.0,book start slow end completely fascinate grow small town book see accurately capture tension break happen child educational system place,20
4.0,98390,review_3202464758,Adult,Literary fiction,4.0,try read fiction read comic fucking book western civilization rung ladder worry happy ending will tell exactly end book gruelingly unpleasant part damn fine writing dark magician remind style unsparing look character human race bub terrifically brutal stuff,38
4.0,58162,review_2826850024,Children,Literary fiction,4.0,precious classic embrace childlike imagination reignite wonder simplicity narrator story pilot precipice adult crash plane middle african desert meet small boy prince planet boy regale narrator tale journey easily see metaphor vanity power gluttony etc beautiful story hope read son get little old profanity sexual violent content way deal loss end definitely sweet read,54
4.0,153174,review_502931528,Adult,Literary fiction,4.0,like form cook book romance novel tale wrap read taste different dish prepare story include love anguish suffering people helplessly love yes helplessly love imprison circumstance sprang free tend question love especially morality concern flip page glimpsed love perform novel come realize right question judge great person love know love right go wrong maybe love know form writing favorite author find deep love love story wrong right excuse hurt feeling fair come love war amusing story feel time cook food affect taste ending feel like joke like story go,89
4.0,242308,review_255010661,Adult,Literary fiction,4.0,read couple time remember think read time sad read clear tragedy unfold write book leave,15
4.0,217790,review_912442975,Adult,Literary fiction,4.0,star content extra star read right time,7
4.0,41414,review_45693003,Adult,Literary fiction,4.0,metamorphosis interesting short story guy turn giant bug coincidence job despise suit keep sole support mother father sister father lose business morph giant bug long able provide family force deal unthinkable tragedy welfare,33
4.0,155408,review_48080782,Adult,Literary fiction,4.0,way lack punctuation illuminate true subject matter scene devil talk tell talk amazing describe sound kind contrived cool check,19
4.0,239236,review_1258689539,Adult,Literary fiction,4.0,book read like bit surprised read english class high school college definitely glad read book rare feeling needs read probably know modern classic stuff go sum review quote find haunting go sad hungry sordid limping mutilated story want hear hear chance meet escape tell believe believe believe tell story existence tell,51
4.0,247081,review_1536596065,Children,Literary fiction,4.0,sure like want like truly like playfulness letter tell way face world child point view funny logic resemble imagination run wild maybe lack knowledge maybe maybe song sing sing loud lovely sweet tender warm heart read know author son like story sort,42
4.0,140808,review_1742888,Adult,Literary fiction,4.0,book story tell person right main protaganist book beginning story series cut reader discover ending word story find compelling trouble finish author draw story feel betray unfinished end simply find draw tale,32
4.0,248952,review_2832419847,Young adult,Popular fiction - general,4.0,hear book know see new cover upcoming movie decide go try admit book good auggie deal have disorder unconventional face people stare go attend school child age time book tell different perspective broad range worldview auggie accompany view understand popularity book happy ending feel good say bad thing feel like realistic super perfect execution certain story element sad expect definitely check book worth time,64
4.0,281579,review_584013520,Adult,Popular fiction - crime/mystery,4.0,understand good seller awhile start read couple chapter sure go like finish glad stick lot plot twist interested read add interest story take place near,25
4.0,188860,review_2770894116,Adult,Literary fiction,4.0,portray dystopian community rule big brother establish rule basically prevent people have free expect act speak certain way hint deviance subconscious twitching face merit form punishment send prison labor camp vaporize term book refer people suddenly disappear presumably dead house strictly monitor use technology ensure citizen obey rule aside use technology language refer newspeak tool control people continuously reduce number word room have thought unacceptable reign government effectively limit story progress perspective ordinary citizen work nature work largely involve fabricating fact alter publication past tell take massive scale censor history go far alter people believe living standard good have trace past citizen way know live good condition urge protest demand well dystopian community manifest certain element communism set guise war later story principle stand contradict possible way book political statement publish entitle warn people possible danger totalitarian government happen near future opinion masterfully achieve book,145
4.0,266744,review_1976661703,Adult,Popular fiction - historical,4.0,tempt star book wild love series character,7
4.0,257384,review_29134131,Adult,Literary fiction,4.0,murder mystery take place abbey northern difficult book patience beginning reward tradition historical novel actual historical figure historically acurate composite representative typical character weave story theological political struggle backdrop action write page like penance initiation like bad stay foot hill abbey situate enter wall delirium abbey desciptive list completely self indulgent mind fan infamous adso admire door chapter actually understand art necessity dream like interlude,65
4.0,3937,review_2884204897,Adult,Popular fiction - fantasy,4.0,series time kind skim favourite character daenerys chapter tv miss lot detail favourite press question tyrion catelyn chapter long sure actually long feel time long get truly tedious reading perspective state skilled writer love later work master weave history world natural way flow story help compare read novel appreciate write favourite time love read perspective good chunk character love vastness world create great end chapter book read emotional think thing tv adapt right,73
4.0,3920,review_1719539160,Adult,Popular fiction - fantasy,4.0,take read struggle page political intrigue ramp start enjoy real epic tale time brilliant warmth story example think need world character definitely continue read fight throne interesting,27
4.0,36674,review_529975812,Young adult,Popular fiction - fantasy,4.0,grow movie kid think read book see movie recommend movie actually take place book adventure continue bastian continue story turn complex expect definitely recommend book,25
4.0,84072,review_1147884381,Young adult,Popular fiction - fantasy,4.0,start book think like buy whim book tuber give good review think heck ruby red follow girl name ordinary ordinary compare cousin course gwen ghost gargoyle perfect grade hair oh time travel supposedly family gene gwen begin feel tell tale sign gene naturally confused mention hot old man mentor type know fine line love hate like relationship like fact boss fall rest book amazing background developed tie nicely understand plot let reader know time traveler instead focus pretty cool recommend like young counterpart go depth historical aspect time period travel overall book pretty good want read trilogy feel like mean set stage plot character development want relationship action come girl weapon lesson,112
4.0,277753,review_544752075,Adult,Literary fiction,4.0,explain friend think funny spend read book plague book ravaging disease touching story humanity time tragic adversity wide range character highly varied circumstance stick quarantine algerian city ravage plague novel shine example people life intersect interested unpredictable way people overcome succumb tragedy read book predominately burst read work weekend wish space little regularly book take place course able well appreciate timeline way interesting consuming read find time sit read interruption self provide distraction old book normally shy away novel withstand passing time interesting relevant originally publish,86
4.0,190061,review_698310298,Adult,Popular fiction - fantasy,4.0,take long finish book read short chapter ponder take page character place direwolve eunoch king hand family member vague idea incest occur reach point continue read short chapter time certain miss adventure complicated fantasy abundance people meet armor sword castle moat battle axis fun interste adventure glad existence time,49
4.0,138198,review_1457870715,Adult,Non fiction,4.0,read book early teen time think appreciate significant document actually incredibly glad choose reread book project hard review publish diary matter know fact remain author intend read diary place dump emotion discuss thought need long float brain especially girl find reviewer complain whiny annoying book way understand girl extent girl whiny annoying like reviewer trap tiny apartment people constantly fear life know catch blow air raid starve death happen people protect like people go retain optimism flow writing astonishing easy book read hugely significant capture life like jewish people early stage war quickly thing change capture clearly life like small group hiding length people willing order safe yes occasionally whiny annoying girl consider girl write diary writing poignant astonishing book remain read,122
4.0,156760,review_548035568,Adult,Non fiction,4.0,get movie know book read book watch movie enjoy book write diary hard read know fictional account actual diary love good writer,22
4.0,2115,review_384779398,Adult,Popular fiction - crime/mystery,4.0,way read book know little possible admit read faith probably people like tell like know mystery sort know little think perfect devour sit pacing unusual satisfying avoid tension tension tension payoff structure mystery character fascinating hard watch time clever think point think know go highly recommend,46
4.0,206911,review_395748441,Young adult,Popular fiction - fantasy,4.0,enjoy book enjoy movie version find book drag bit especially watch movie know go happen find part plot bit tame,20
4.0,18981,review_2463622321,Adult,Popular fiction - crime/mystery,4.0,fun easy read enjoy get know precious cast character client fun easy read finish look forward read book series,19
4.0,35334,review_2779066637,Adult,Literary fiction,4.0,low rate book know suppose good widely read find language turn phrase etc poetic book magical realism bit overdose yes read like fairy tale part magic romance violence character leave warm wonderful feeling,33
4.0,102378,review_3087556709,Adult,Literary fiction,4.0,begin book like read history entire world book family course read like stream consciousness feel bit lost time read greek myth fantastical scene describe totally extraordinary way scene forget character find water hold corpse horse man cover wall house bank note war atrocity gossip political theme post truth era mix name lot character know relate work sex scene feel sympathetic woman definitely write man extremely good show tell writing example x train window shatter x wall etc give good description surrounding long descriptive text book word deserve place page,89
4.0,276033,review_2155387,Adult,Literary fiction,4.0,recommend book beautiful writing follow end magnificent,7
4.0,240900,review_11991678,Adult,Literary fiction,4.0,dead soul time good line literature,6
4.0,104034,review_2954051870,Adult,Literary fiction,4.0,book year completion challenge slow read way struggle tell matter fact way hard connect writing excellent important think consider quote edition read book write nazi occupation taut visceral depiction resistance seemingly uncontrollable evil,33
4.0,61916,review_1413618982,Adult,Popular fiction - crime/mystery,4.0,damn clue review guess twist book surprise idea happen parsing dissection fail marriage nasty twisted psychology dark feminism come play book deeply rich resonant carry genre thriller controversial ending yeah like know matter tightly plot thoroughly research beautifully write thriller fully round completely believable character deserve award receive,48
4.0,126893,review_1168010400,Young adult,Popular fiction - general,4.0,wish wear mask time walk know get look like mask story bear severe facial deformity repeat surgery recovery period home school book begin time transition mom old sister parent enroll private school follow pov deal normal problem start new school obvious issue deal concern deformity new school completely unprepared cut society fairly stare laugh whisper call book tug heart string distinct anti bullying message relatively subtle appreciate author treatment old sister sibs lose maelstrom life family special need kid suppose middle grade book care marvelous moment people look heaven know think people recognize know sweetie sound tired feel need eye love right feel inside heaven love forget love wonder feel heaven someday face matter anymore like matter family dog,119
4.0,249167,review_1133924371,Young adult,Popular fiction - general,4.0,touch sob heart warm grab tissue ok star round beautiful book tell story boy name suffer condition face numerous surgery bear story start enter middle school time face social pressure condition book tell show perspective people like friend sister sister friend people behaviour different move inspiring worth movie,48
4.0,160223,review_3022826356,Adult,Popular fiction - fantasy,4.0,audio reread favorite original trilogy get star,7
4.0,2006,review_1123349879,Adult,Popular fiction - crime/mystery,4.0,audiobook great love actor narrate love ending know people hate end,11
4.0,123353,review_1337330656,Adult,Literary fiction,4.0,good storyteller combination learn character develop surprise make read book enjoyable,11
4.0,287306,review_1184070800,Young adult,Popular fiction - general,4.0,look forward see movie read book move story,8
4.0,37760,review_2574356741,Adult,Literary fiction,4.0,story relationship chance love beautifully write,6
4.0,107108,review_539768033,Adult,Literary fiction,4.0,great book satirical disturbing great stage play,7
4.0,250934,review_2426463423,Children,Popular fiction - fantasy,4.0,bless series s get to bless,6
4.0,70325,review_331093,Adult,Literary fiction,4.0,good story span generation interesting relationship deal race gender good read,11
4.0,33737,review_136796601,Young adult,Popular fiction - fantasy,4.0,truth glance title bit read work love fairy tale especially rewrite one reckless retelling persay hodgepodge fairy tale reference childhood mention whimsical quality despite dark setting plot pick bit beginning start seriously want finish keep suspense character experience range emotion feature sinful human nature joy pain fear hope jealousy selfishness weave realistic description keep edge seat room end sequel watch read plot long little winded faint heart bit dark especially little bit swearing addition people toy people heart give expect sequel tie thing,83
4.0,15463,review_1238306052,Young adult,Popular fiction - general,4.0,book tell u secret human feel s inside brain lose person hood standard cancer book normal stupid cheesy love story tell human fear life death,25
4.0,224067,review_1349375872,Children,Popular fiction - fantasy,4.0,enjoy book read time feel old ridiculous part solid start series mr bad character seriously,15
4.0,18233,review_2803750758,Adult,Literary fiction,4.0,book absolutely brilliant tell series vignette thing fall apart paint tale tribe effect colonization westernization lemme tell thing certainly fall apart recently read english class glad learn background author igbo culture improve reading experience,34
4.0,94802,review_1435617958,Adult,Literary fiction,4.0,diary little confused liking book typical book read believe write incredibly insightful future fiction awful lot ponder consider political landscape book write take place story handmaids voice call offre mean fred learn govt throw woman voice current govt strict religious sect use section bible law hear offred life like incredible story feel like true story discord radical islamic terror roll book perfect book club read discussion endless wonderful argumentative lot view definitely recommend book,74
4.0,123673,review_590340927,Adult,Literary fiction,4.0,epic read beautiful writing complete eye opener race,8
4.0,143832,review_1553242986,Children,Literary fiction,4.0,little consideration little thought make difference,6
4.0,105457,review_2195228159,Children,Popular fiction - fantasy,4.0,bash read series know awful wait long want buy cover find appeal want specific cover cheap luckily dad recently discover kindleunlimited limit actually series beautiful cover convenient course decide sign read series young able truly empathize character midst school book good feel hype bring love expect absolute book series find flaw feel book long bit flaw see fix wish introduce people folk join school have hear point lifetime grow different prejudice house blood come feel potential friend find somebody hate understand hang feel little disconnected quidditch team hopefully change progress series thing hear center course mean good bad bad child naturally evil evil discipline properly authority figure try stop make bad choice anyways hope read thing mention enjoy feel time pass quickly want hear class struggle pass easy class grant enjoy book read quickly case take read novel short compare sequel let positive subject absolutely love dumbledore quirki expect somebody buy sock adore connect basis musketeer feel character bring life fully character development begin beginning end gain courage little help instant proud begin describe love love book continue book typical gentle giant love fond animal factor connect wizard world discover new creature finally feel like talk like minor thing opinion book perfect everybody content book wait continue series,208
4.0,212854,review_1926193106,Adult,Literary fiction,4.0,ride glad stay admit easy lose story twice amazing story book justice take will expect hopefully love,17
4.0,158567,review_605980735,Children,Popular fiction - crime/mystery,4.0,like curl famous book gem book start journey teach word ingot reason nugget information stick grow read book go journey course dog feel like run adventure love follow exciting watch character adventure longer feel like child definitely read book whilst time politically correct book write expect great read subject matter lighthearte fun character feel like friend annoyed keep copy buy point sit shelf turn book come simply brilliant,68
4.0,241090,review_41406055,Adult,Literary fiction,4.0,tangled life ariza declare love,5
4.0,220176,review_1675414965,Adult,Popular fiction - fantasy,4.0,little hard installment lovely book,5
4.0,93875,review_192433636,Adult,Literary fiction,4.0,read movie spin head word,5
4.0,274947,review_155241706,Adult,Literary fiction,4.0,tome tome contain probably plot imagine maybe,7
4.0,236193,review_371331250,Young adult,Popular fiction - general,4.0,know sad go happen feeling happen cry bawl cry stop reach book good story feel like exchange perfect like fiction nonetheless enjoy read read review blog,26
4.0,221293,review_1172395077,Adult,Popular fiction - crime/mystery,4.0,work local library book come see endless progression hold list take request read jacket copy keep shrug big deal despite endorsement amazing book interested tend thriller book miss body miss person see movie preview get sense typical thriller hang read book see movie finally cave read glad lot say mystery thriller compelling masterfully write character study unlikable people hate relate cheer little watch marriage unravel keep turn page book murder disappearance mystery conduit relateable watch relationship fall apart muse dread thing look like close give book star find book irresistible long time ultimately give want end differently book get skin point find wonder personal preference mess base kind book want talk soon read luckily easy world read pay,118
4.0,273279,review_1828602545,Adult,Non fiction,4.0,basically impossible review book reason non fiction write girl like base personal thought appeal personally diary say enjoy book think lot diary wish mature fine observer human nature close book think survive great journalist time aware problem completely oblivious teenage feminism condition woman time sexuality family relationship adulthood turn entitle human being disregard opinion young generation simply base age book give different perspective youth tragic story recommend read plan trip read,71
4.0,161631,review_1042775927,Adult,Literary fiction,4.0,magnifique obvious classic french setting young love conflict adultery heartache tragedy bind effortlessly gorgeous prose embody precocious narrator surprise book autobiographical read beach sun maximum escapist effect,27
4.0,180941,review_1761260588,Adult,Literary fiction,4.0,come end sure work hard book pretty meander jump forth different time character live get little frustrated author leave hang seemingly interest plotline tedious time point book kind people history willing sit wordy entertainingly write backstory meat story lively character writing keep go read book book sit read savour soak,50
4.0,114578,review_761318545,Children,Literary fiction,4.0,simplicity message conveyance wonderful picture touching despite inherent childishness hold fully embrace book urge embrace inner child understand importance maintain sense curiosity wonder qualm practical matter deal way bit like reading book time early adulthood shake feeling shirk responsibility probably lot lifestyle overhaul single story shake feeling difficult feel conversation book author room ifs but suppose adult despite seek book place fact clear adulthood pretence source tell french tend suppose connection camus probably appropriate example author read come mind sudden upsetting ending real resolution problem way pilot apply learn return real life make suited adult bit traumatic child web come mind comparison case nostalgia childhood sweetness hearken book remind painful hold inner child despite inevitable confusion leave wonder rose alive handle question leave open find hope laughter potential spite,129
4.0,95890,review_1848302477,Adult,Literary fiction,4.0,read set dead time blurred tread water frit live parent fill time take small pleasure annoy contrary sulking leave house visit variety friend relation keep amuse tell macabre upset tale listener pick insecurity male baldness obsession weird read manage interested thought act despite happen anti social internal thought like,49
4.0,159349,review_1445740403,Young adult,Popular fiction - general,4.0,read ya fiction story boy treacher collins syndrome mainstream school chapter tell different child perspective sister classmate sister friend event novel different perspective character interpret friend behaviour certain way later find real reason character act way find interesting give perspective guess story need villain surely reason action love home message problem challenging one face challenge find difficult find lot adult struggle egocentric view life find lack empathy people age puzzle love loved end scene like member audience cry tear happiness receive award reaction award perfect honest like people imagine like person somebody wheelchair somebody talk know person people maybe single person auditorium ordinary kid hey want medal okay destroy like grade easy,112
4.0,266871,review_1757848129,Adult,Popular fiction - historical,4.0,like book actually lose interest away get get right continue beautifully write insightful friendship relationship oh mess life continue certainly right away narration wonderful try read paper ebook change reading,30
4.0,270883,review_2565342725,Young adult,Popular fiction - fantasy,4.0,book remind precious word page story pull inside page bring emotion joy fear enjoy detail fly page mind daughter like book feel like ending lack bit climax star overall great story btw watch movie good watch daughter enjoy,38
4.0,199962,review_860265263,Young adult,Popular fiction - general,4.0,finish worth read teenage character way smart right thing dialog little perfect probably intentional quotable line engaging story welcome trade,20
4.0,262960,review_428072804,Adult,Literary fiction,4.0,expect good way recipe mix story mirror certain food bring memory past occasion magical realism book food prepare work magic diner totally fantastical effect receive book book giveaway,28
4.0,254685,review_196961948,Adult,Literary fiction,4.0,big brother watch read grab copy sit read mind turn upside toil trouble mind game grin delight brilliance explore rich idea control power wow masterpiece writing read stunning chunk mind paper craft world delicately meticulously help draw life gloom oppression power feel man bring light stunningly accurate harrowing circumstance book rule recommend long ago dismiss recently book read starter english lit degree basically slap book previously glad way right read enjoy indulge melancholy love big brother,76
4.0,168608,review_2637735665,Adult,Literary fiction,4.0,close protagonist fear turn handmaid feeling guilt relief pg dear god think like let obliterate want truly chalice abdicate renounce know right think teach resist come flood want pain want dancer foot air head faceless oblong white cloth want doll hang want wingless angel want live form resign body freely use like abject feel time true power passage affect imagine situation lot character book movie tv able hold long brave reckless mean hero course fact protagonist crack succumb desire live safe continue pursue freedom autonomy resonate reckless risk hide spoiler,90
4.0,252670,review_441590285,Adult,Popular fiction - historical,4.0,character build slowly lovingly enjoy watch expand world interesting character change love wife daughter especially touching relationship especially nuance early search straight know history surround catch immersing book read break,30
4.0,1352,review_313329752,Young adult,Popular fiction - general,4.0,tend love book popular exception dystopian feel like will live expectation tend read book people recommend scared will like hate let people eeek excite book get select book club read list time girl read say good thing eeek moment obviously sad book true control word leave world happy note people know die kind choice small way love love love humor book love hate way character speak lot time annoy think know lot people speak age character understand different area life put certain situation tend grow fast possibly case character quote say like brain confused go matter cry like like know okay know change opinion book need closure,107
4.0,279964,review_1087288534,Adult,Literary fiction,4.0,choose read award win novel see number list online war war novel book highly unusual white knuckled tale trench belly battleship short portion take place war somewhat like work end night testament permanent psychological social effect modernize warfare nationalistic globalized culture birth raise war novel universal consideration violent anti humanistic globalization explore travel world war colonial postcolonial metropolis factory retreat slum homeland change man result role war end night bit reputation cynical piece work strident scream issue period world war description implication book simplistic dimensional tone irreverent severe understatement moment tenderness self reflection narrative character extremely dynamic worth read especially interested interwar period lost generation want unromantic look struggle adapt painful change,112
4.0,67173,review_2019794598,Adult,Literary fiction,4.0,good moment book deserve star beautiful passage interested care character page discussion race open eye new level intricacy think story fall bit apart end slowly start accept big revelation go come life life book wrap conveniently bow annoyed,38
4.0,47691,review_84541185,Adult,Literary fiction,4.0,book novel social examination thing bad totalitarian regime specially base religion definitely read,13
4.0,255105,review_510049848,Young adult,Popular fiction - general,4.0,tear star settle round star option like issue love,9
4.0,59241,review_704222955,Young adult,Popular fiction - general,4.0,sure get medal true know like people imagine like person somebody wheelchair somebody talk know person people maybe single person auditorium ordinary kid hey want medal okay destroy like grade easy hide spoiler,33
4.0,67619,review_38425295,Adult,Literary fiction,4.0,read good time youngish spare style motive important scenery make fucker tick key main character openly weep mother funeral connect know horrible thing time low point relationship mother kind detachment sense relate tell happen story far concern book work need time read read novel short story essay play memory serve time read love thing bleak detached period life suitable mindset story,61
4.0,47441,review_3271709206,Adult,Literary fiction,4.0,think book great character t explore deep expect want know overall feeling understanding human conditioning mind transfer clearly book truly make examine view tendency look way world society operate,29
4.0,42161,review_419337999,Adult,Literary fiction,4.0,universe care strive human connection die sense suffering rational expiration date great study different personality respond suffering succumb fight detect scent divinity suttree,23
